id,source,title,venue_raw,venue_key,venue_name,venue_detail,region,address,lat,lng,start_date,end_date,time_range,target_audience,target_category,price,capacity,application_status,url,thumbnail,status,collected_at
9371a5770f45,mmca,[과천] 몸짓으로 만나는 미술관,어린이미술관,mmca_children,국립현대미술관 어린이미술관,가족라운지,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-07-24,2026-07-24,10:30~12:00/ 13:00-14:30,유아(만5~6세) 포함 가족,어린이미술관,"3,000",30명,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202606300001015,https://www.mmca.go.kr/upload/education/2026/06/202606300238110671510_thumb.jpg,upcoming,2026-07-22T20:57:07Z
9d07833ecaa9,mmca,[과천] 촉촉! 미술관 촉감 지도,어린이미술관,mmca_children,국립현대미술관 어린이미술관,가족라운지,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-07-22,2026-08-05,10:30~12:00/ 13:00-14:30,"유아(만5~6세), 초등(1~6학년) 포함 가족",어린이미술관,무료,30명,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202606300001016,https://www.mmca.go.kr/upload/education/2026/06/2026063002355996311915_thumb.jpg,active,2026-07-22T20:57:07Z
cc9553be8dbb,mmca,"[과천] ‹가까이 보면 보이는 것들›, ‹자세히 보면 보이는 것들›,  ‹괴물 탐사 프로젝트›",어린이미술관,mmca_children,국립현대미술관 어린이미술관,"교육실, 야외조각공원",seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-07-21,2026-07-24,프로그램별 상이,"유아(6~7세/만5~6세)가족, 초등(1~4학년)",어린이미술관,무료,대상별 상이,closed,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202606300001014,https://www.mmca.go.kr/upload/education/2026/06/202606300148341221309_thumb.jpg,active,2026-07-22T20:57:07Z
53d8371eb30c,mmca,작품으로 (        ) 마주하기,과천,mmca_gwacheon,국립현대미술관 과천,"대회의실, 1원형전시실",gwacheon,경기 과천시 광명로 313,37.431,127.0186,2026-07-08,2026-08-12,14:30 ~ 17:00,성인,성인,"3,000",15,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202606190001005,https://www.mmca.go.kr/upload/education/2026/06/202606230109052571218_thumb.jpg,active,2026-07-22T20:57:07Z
a1278e807394,mmca,[서울/상반기] 2026년 주말 어린이·가족 프로그램 <미술관 우리 가족 톡톡>,서울,mmca_seoul,국립현대미술관 서울,교육동 2층 MMCA 아이공간,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-06-13,2026-07-25,11:30~12:20 / 14:30~15:20,어린이 동반 가족,어린이,무료,회차별 12가족,closed,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202605270000994,https://www.mmca.go.kr/upload/education/2026/05/2026052910141783619029.jpg,active,2026-07-22T20:57:07Z
e40796fa3c39,mmca,"2026 단체 교육 프로그램 ‹안녕, 어린이미술관›",어린이미술관,mmca_children,국립현대미술관 어린이미술관,어린이미술관,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-06-01,2027-02-19,10:00~11:10/ 11:20~12:30 / 13:30~14:40,어린이 단체,어린이미술관,무료,50명,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202605270000995,https://www.mmca.go.kr/upload/education/2026/06/202606020334527081905.jpg,active,2026-07-22T20:57:07Z
6704618ad327,mmca,[과천] 2026년 중등 통합·특수학급(교) 단체 교육프로그램 ‹조금씩 천천히 미술관›,과천,mmca_gwacheon,국립현대미술관 과천,1원형전시실 및  소강당 등,gwacheon,경기 과천시 광명로 313,37.431,127.0186,2026-05-22,2026-11-20,10:00-12:00,중등 특수학급(교) 및 통합학급 단체,청소년,무료,10명~15명 이내,closed,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202604290000982,https://www.mmca.go.kr/upload/education/2026/04/2026042903254803211310_thumb.png,active,2026-07-22T20:57:11Z
f9181d8c490b,mmca,2026 어린이미술관 매개자 교육 (답사),어린이미술관,mmca_children,국립현대미술관 어린이미술관,어린이미술관,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-05-18,2027-02-21,,문화예술교육 실무자 및 연구자 등,어린이미술관,무료,-,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202605140000989,https://www.mmca.go.kr/upload/education/2026/05/2026051405154973711363.jpg,active,2026-07-22T20:57:11Z
863155e5d963,mmca,함께 만드는 로드 무비,과천,mmca_gwacheon,국립현대미술관 과천,2전시실,gwacheon,경기 과천시 광명로 313,37.431,127.0186,2026-05-14,2026-09-27,10:00 - 18:00,전시 관람객,성인,무료,제한없음,info_only,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202605120000986,https://www.mmca.go.kr/upload/education/2026/07/202607161004598581944.jpg,active,2026-07-22T20:57:11Z
fec3744f799b,mmca,[과천] 청소년 단체 교육 ‹MMCA 전시 속으로›,과천,mmca_gwacheon,국립현대미술관 과천,"대강당, 소강당",gwacheon,경기 과천시 광명로 313,37.431,127.0186,2026-04-22,2026-12-04,[1회차] 10:00 ~ 10:40 / [2회차] 11:00 ~ 11:40,청소년 단체,청소년,무료,30~300명,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202604220000973,https://www.mmca.go.kr/upload/education/2026/04/2026042209532814815388.jpg,active,2026-07-22T20:57:11Z
f482efa7893c,mmca,시선 너머의 예술 - 시각에 의존하지 않는 예술감상 워크숍,국립현대미술관,mmca_820,국립현대미술관 국립현대미술관,"서울관, 덕수궁관",unknown,,,,2026-04-18,2026-10-24,토요일 14:00~16:00,문화예술에 관심이 있는 시각장애인,성인,무료,10,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202603240000949,https://www.mmca.go.kr/upload/education/2026/03/2026033002095904212765.jpg,active,2026-07-22T20:57:11Z
e61a3dd20c56,mmca,[청주] 2026년 개방 수장고 어린이 프로그램 ‹수장고 연구소›,청주,mmca_cheongju,국립현대미술관 청주,1층 개방 수장고,cheongju,충북 청주시 청원구 상당로 314,36.6394,127.4944,2026-04-04,2026-12-19,10:30-11:30,초등학생 (1~6학년),어린이,무료,10명,open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202603200000946,https://www.mmca.go.kr/upload/education/2026/03/2026032105415218315036_thumb.jpg,active,2026-07-22T20:57:11Z
b1997a78722c,mmca,2026년 융복합 작품감상 교구재 ‹미스터리 컬렉터 M의 수장고› 신청 안내,기타,mmca_999,국립현대미술관 기타,신청  중·고등학교,unknown,,,,2026-03-18,2026-12-31,,중·고등학생,교사,무료,"1,000 개교",open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202603130000943,https://www.mmca.go.kr/upload/education/2026/07/2026070101581513919542.jpg,active,2026-07-22T20:57:11Z
f9db6347918e,mmca,[현장교육] 2026년 청소년 대상 작품감상 교육 ‹MMCA 감상 더하기+›,서울,mmca_seoul,국립현대미술관 서울,전시실,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-03-11,2026-11-25,10:00-11:00,청소년 단체,청소년,무료,"15명~25명 (1학급, 동아리 등)",open,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202602230000937,https://www.mmca.go.kr/upload/education/2026/02/2026022501125609319479.gif,active,2026-07-22T20:57:11Z
b546879e8fb4,mmca,2026년 청소년 대상 작품감상 교육 ‹MMCA 감상 더하기+› 자료 배포,서울,mmca_seoul,국립현대미술관 서울,자료배포,seoul,서울 종로구 삼청로 30,37.5793,126.9806,2026-03-03,2026-12-31,,중등학교 학급 및 학교 단체,청소년,무료,제한 없음,info_only,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202504140000684,https://www.mmca.go.kr/upload/education/2026/02/2026022501104986011422.gif,active,2026-07-22T20:57:15Z
960d2c66c898,mmca,나의 (수련) & 나의 (샹들리에),과천,mmca_gwacheon,국립현대미술관 과천,1원형전시실,gwacheon,경기 과천시 광명로 313,37.431,127.0186,2025-10-02,2027-01-03,10:00~18:00,전시 관람객,성인,무료,제한없음,info_only,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202510020000869,https://www.mmca.go.kr/upload/education/2025/10/2025102801093962817555.PNG,active,2026-07-22T20:57:15Z
dcae67f3b85a,mmca,MMCA Guided Tour,서울,mmca_seoul,국립현대미술관 서울,"지하 1층 6,7전시실",seoul,서울 종로구 삼청로 30,37.5793,126.9806,2025-06-26,2027-02-09,"13:30, 14:30",성인,성인,무료,15,info_only,https://www.mmca.go.kr/educations/educationsDetail.do?eduId=202508180000836,https://www.mmca.go.kr/upload/education/2026/06/2026062501333864316910.jpg,active,2026-07-22T20:57:15Z
